PaymentID;CustomerId;ProductId;TransactionDate;CreditCard;CreditCardNumber;Products;ProductName;CompanyName;Price
3423829;749;10010;2013-01-18T10:22:53;maestro;6762 8933 3856 2757;10010;Powerbuilt Soldering Gun Kit;Dr Pepper Snapple Group;718.72
3423830;285;10315;2013-01-11T05:41:35;instapayment;6393 8475 1585 8195;10315;Gmc Power Equipment 1.6 Gallon Gmc Syclone 1675a Ultra Quiet And Oil-free Air Compressor;Sonic Automotive;253.49
3423831;406;10024;2013-01-14T04:07:37;maestro;6762 2410 1226 8616;10024;Campbell Hausfeld Brad Nailer And Stapler;Con-way;514.6
3423832;455;10041;2013-01-17T06:28:06;amex;3440 6889 4988 916;10041;Numax 18 Gauge 2 In 1 Brad Nailer & Stapler;At&t;352.89
3423833;242;10048;2013-01-14T03:06:15;mastercard;5509 8782 9062 2798;10048;Black And Decker Dwdcd780c2 20v Max Lithium Ion Compact Drill Driver Kit;Amerisourcebergen;631.07
3423834;772;10183;2013-01-06T05:09:34;maestro;6761 7727 9738 6935;10183;Radnor #7326 1/4 Id Brass Hose Ferrule;Mdu Resources Group;487.61
3423835;832;10002;2013-01-24T10:17:30;mastercard;5360 6072 1460 4154;10002;12-volt Lith-ion Drill W/ Bonus Case & 150-piece Socket Set;Advance Auto Parts;455.88
3423837;364;10248;2013-01-07T09:38:25;instapayment;6378 8030 9579 3392;10248;Campbell Hausfeld 8gal Oil Free Air Compressor;The Impac Companies;583.94
3423838;619;10219;2013-01-16T06:04:03;instapayment;6399 7578 8616 9615;10219;Dremel 7300-n/8 4.8-volt Cordless Dremel Minimite Two Speed Rotary Tool;Lpl Financial;348.25
3423840;255;10330;2013-01-07T11:50:50;visaelectron;4913 6426 7589 9006;10330;Ingersoll Rand Hammer Pin;Applied Industrial Technologies;476.78
3423841;689;10068;2013-01-16T12:44:56;instapayment;6374 2508 8263 6034;10068;Bosch 94500 Rip Fence Jigsaw;Staples Financial;993.33
3423844;801;10230;2013-01-20T04:11:37;maestro;6761 4349 5998 2866;10230;Fry Technologies Cookson Elect Am53945 Flo-temp Lead-free Solid Wire Solder;The Aes Corporation;550.72
3423845;68;10062;2013-01-03T01:30:03;visaelectron;4913 1186 5174 5406;10062;Hanson #8 Torx Bit;Mckesson Specialty Health;929.89
3423846;470;10020;2013-01-19T08:44:52;amex;3457 1107 0429 085;10020;Lumberjack Tools Hsbk1 Home Series Beginners Kit;Lennar Corporation;468.74
3423847;746;10314;2013-01-23T08:36:44;mastercard;5246 7615 9956 3475;10314;"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr";Buckeye Partners;775.07
3423848;504;10064;2013-01-07T07:09:47;maestro;5893 7281 4939 7072;10064;Weller Bp645mp Battery Powered Soldering Iron Kit;Carmax;649.99
3423849;226;10188;2013-01-01T04:28:32;maestro;6304 5414 1395 7542;10188;Black & Decker 12-volt Cordless Air Station Inflator;Pc Connection;24.98
3423850;355;10043;2013-01-04T02:06:04;amex;3752 8615 8478 273;10043;Stanley Black & Decker Dw304pk Dw 10 Amp Reciprocating Saw Kit;Schnitzer Steel Industries;595.26
3423851;335;10188;2013-01-29T11:50:22;visa;4474 0194 8232 7896;10188;Black & Decker 12-volt Cordless Air Station Inflator;Pc Connection;24.98
3423852;763;10099;2013-01-27T09:58:27;mastercard;5301 5440 3814 3741;10099;Skil Sb18c Sb18a 18v Ni-cd Battery;Lincoln Electric Company;376.96
3423853;859;10008;2013-01-10T04:03:34;amex;3708 3030 6984 867;10008;Retractable Screw-holder With Magnetic Tip;Cablevision Systems Corp;552.09
3423854;637;10002;2013-01-22T11:16:46;maestro;5018 1248 3539 1985;10002;12-volt Lith-ion Drill W/ Bonus Case & 150-piece Socket Set;Advance Auto Parts;455.88
3423855;749;10048;2013-01-14T01:38:26;visaelectron;4844 8046 8262 2649;10048;Black And Decker Dwdcd780c2 20v Max Lithium Ion Compact Drill Driver Kit;Amerisourcebergen;631.07
3423856;965;10325;2013-01-25T02:02:44;maestro;6761 0044 2647 9356;10325;Skil Mag77lt 7-1/4in 15 Amp Circular Saw;Exterran Holdings;295.3
3423857;97;10037;2013-01-08T02:38:33;visaelectron;4917 2594 8310 9712;10037;Gmc Power Equipment 1.6 Gallon Gmc Syclone 1610a Ultra Quiet And Oil-free Air Compressor;Kelly Services;904.37
3423861;492;10108;2013-01-02T04:18:07;mastercard;5451 5583 7767 0302;10108;Blazer Products 189-2072 Clear Pocket Torch Pb207 Black;Quiksilver;163.05
3423862;469;10282;2013-01-27T10:38:14;mastercard;5516 9310 9218 8368;10282;Ultra Steel 6v Cordless Drill;Curtiss-wright Corporation;322.0
3423864;923;10083;2013-01-23T07:45:48;visa;4347 2482 7888 2369;10083;Paasche Air Brush Dual Action Airbrush Set;Nv Energy;780.13
3423865;934;10149;2013-01-19T06:58:35;mastercard;5364 0036 1884 9049;10149;Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit;Wellpoint;348.17
3423866;612;10328;2013-01-08T02:41:21;maestro;6763 6646 5865 4071;10328;Kawasaki Composite Air Hammer Kit;Freeport-mcmoran Copper & Gold;784.71
3423867;647;10223;2013-01-22T02:52:30;visa;4236 3055 2946 4217;10223;"Stalwart 0.5"" Chuck Hammer Drill";Amerisourcebergen;995.68
3423868;184;10165;2013-01-10T03:06:52;maestro;6304 3927 8615 9559;10165;"Hitachi 18v 1/2"" Cordless Drill/driver Kit";Piedmont Natural Gas Company;214.08
3423869;119;10120;2013-01-18T09:41:26;visaelectron;4844 2683 2399 0288;10120;"Porter Cable-piece15cslk 7-1/4"" 15-amp Circular Saw";Avery Dennison Corporation;116.4
3423870;654;10135;2013-01-29T07:16:45;visa;4320 8675 1617 4973;10135;Lincoln Industrial 18 Volt Cordless Grease Gun W/ 2 Batteries;Burlington Coat Factory Corporation;612.49
3423871;482;10121;2013-01-17T08:40:43;visaelectron;4175 0036 2614 0284;10121;"Campbell Hausfeld 1/2"" Pneumatic Socket Set";Omnicom Group;748.05
3423872;871;10198;2013-01-19T08:20:50;amex;3747 8539 9341 019;10198;Master Magnetics 7269 36-inch Retrieval Magnet;Mckesson Specialty Health;226.78
3423874;796;10230;2013-01-19T03:55:03;visaelectron;4508 5322 6306 1229;10230;Fry Technologies Cookson Elect Am53945 Flo-temp Lead-free Solid Wire Solder;The Aes Corporation;550.72
3423875;983;10123;2013-01-02T07:26:33;maestro;5018 8722 9092 5628;10123;Hitachi 4 Gallon Twin Stack Air Compressor;The Scotts Miracle-gro Company;520.95
3423876;933;10057;2013-01-16T11:10:57;maestro;5020 2166 3045 8583;10057;Durofix-ac Delco Power Tools Dearm602-4 . 5 Inch Digital Torque Measuring Adaptor;Graham Packaging Company;820.63
3423877;675;10349;2013-01-01T06:39:18;visa;4016 2742 0235 4739;10349;Custom Accessories 59008 250-psi Compressor;Allegheny Energy;368.45
3423878;555;10050;2013-01-02T01:25:23;visaelectron;4844 8926 2359 2245;10050;California Air Tools 5 Gallon Pressure Pot With Hvlp Spray Gun And Hose;Rescare;79.18
3423879;159;10347;2013-01-01T07:35:52;mastercard;5519 5500 9543 2222;10347;Hitachi 18v Lithium Ion Driver Drill;Duke Energy Corporation;376.82
3423881;210;10151;2013-01-02T04:59:15;amex;3493 3544 5632 839;10151;Ultra Steel 1.5 Amp Palm Sander;Kimberly-clark Corporation;814.62
3423885;499;10000;2013-01-18T03:11:15;mastercard;5406 0456 8654 0992;10000;Ingersoll Rand 80 Gallon Type-30 Reciprocating Air Compressor;Covanta Holding Corporation;953.64
3423888;644;10023;2013-01-08T09:49:34;mastercard;5509 4060 3364 1451;10023;"Bostitch .5"" Vsr 2-speed Hammerdrill/drill And Bonus 5-piece Masonry Set Bundle";Mgm Resorts International;945.28
3423889;622;10332;2013-01-19T11:57:36;visa;4480 9913 5478 9423;10332;Eclipse 900-250 Solder Aid Tool Set W/reverse Tweezers And Heat Sink;Republic Services;935.73
3423891;755;10148;2013-01-24T07:38:11;instapayment;6385 7345 1174 4340;10148;Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535;Regis Corporation;736.87
3423892;637;10148;2013-01-09T04:54:45;visa;4670 9715 5391 0202;10148;Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535;Regis Corporation;736.87
3423893;690;10284;2013-01-11T05:40:41;visa;4632 2599 4943 0789;10284;Drill America Cone Carbide Burr 1/4 Shank;American Tire Distributors;811.38
3423894;224;10100;2013-01-02T02:04:22;visa;4601 9016 1250 7115;10100;Hitachi 18v Lithium-ion Combo Kit With 2 Canvas Bags;Catalent Pharma Solutions;563.54
3423895;480;10312;2013-01-18T11:01:00;visaelectron;4026 9910 5484 6417;10312;Motor Trend Cpm-0610 110-volt Ac Home Air Compressor;Crane Co;984.09
3423896;188;10021;2013-01-04T07:39:05;amex;3437 2890 6170 008;10021;"Bosch 6335-01 7 Amp 1/2"" Corded Drill";Comcast Corporation;58.5
3423897;300;10065;2013-01-29T07:16:15;mastercard;5223 6723 4256 4255;10065;"Dremel Sm520 3"" Masonry Cut-off Wheel";Moog;279.05
3423898;814;10049;2013-01-19T07:32:39;visa;4183 2792 4460 5680;10049;Buffalo Tools 4.8v Cordless Screwdriver;Emerson Electric Company;685.08
3423900;331;10338;2013-01-12T03:15:48;mastercard;5542 9136 3406 3513;10338;Campbell Hausfeld 3-gallon Compressor;Union Pacific Corporation;370.99
3423901;708;10156;2013-01-07T10:20:39;visa;4225 7655 2439 6495;10156;Titan 22958 Mini Air Compressor;National Fuel Gas Distribution Corporation;937.7
3423902;852;10154;2013-01-10T12:39:51;mastercard;5581 1614 6998 4138;10154;Legacy Mfg 3/8 X 100 Flex Air Hose Yellow;Kellogg Company;402.12
3423903;929;10327;2013-01-06T04:34:45;maestro;5020 0562 8137 7546;10327;Wolo Manufacturing 800compressor Model 800 Tiger 2. 5 Liter Tank And Air Compressor;Cno Financial Group;237.45
3423904;273;10073;2013-01-11T01:47:32;instapayment;6381 1619 2665 8416;10073;Hot Glue Gun Helpers Kit-7 Pieces;Corrections Corporation Of America;830.94
3423905;613;10130;2013-01-14T04:18:58;visaelectron;4917 4338 0815 1762;10130;Eclipse 900-230 Flux Bottle Pack - 2-pack;The Blackstone Group;63.42
3423906;449;10314;2013-01-24T01:37:19;instapayment;6394 1487 2314 5197;10314;"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr";Buckeye Partners;775.07
3423908;197;10083;2013-01-21T06:22:48;mastercard;5529 9112 4002 3738;10083;Paasche Air Brush Dual Action Airbrush Set;Nv Energy;780.13
3423910;452;10319;2013-01-25T01:15:58;mastercard;5454 2651 8380 2858;10319;Skil 4570-01 18-volt Jigsaw;Magellan Health Services;70.42
3423912;457;10138;2013-01-14T10:43:19;instapayment;6373 9627 3916 9719;10138;Ridgid Tube Cutter Wheels - F158 10-15-20 Thin Whl (set Of 12);Supermedia;842.87
3423913;353;10076;2013-01-02T06:47:38;instapayment;6386 5327 2186 0511;10076;Jgb Enterprises 001-0121-050i Eagle Air 300 No. Red Jackhammer Hose Cpld Chicago Fittings Crimped;Firstenergy Corp;874.99
3423914;991;10004;2013-01-24T02:56:23;mastercard;5469 2564 2677 3520;10004;"Rockwell Shopseries 7 Amp 1/2"" Hammer Drill";W. R. Berkley Corporation;99.3
3423915;572;10107;2013-01-17T04:49:34;visaelectron;4175 0002 1139 6073;10107;"Campbell Hausfeld 1-1/4"" Brad Nails";Fossil;857.22
3423917;105;10148;2013-01-19T07:12:02;instapayment;6385 7291 6834 2836;10148;Dewalt Power Tools 7-. 25inch Worm Drive Circular Saw Dws535;Regis Corporation;736.87
3423920;846;10133;2013-01-04T02:32:04;visaelectron;4508 1578 1152 9111;10133;Stalwart 41-piece Professional Screwdriver Bit And Socket Set;Molina Healthcare;101.74
3423921;862;10274;2013-01-03T02:58:53;maestro;5038 4468 0446 5235;10274;Black & Decker Heat Gun;Plexus;168.47
3423922;709;10149;2013-01-13T04:28:48;visa;4360 6694 0680 5505;10149;Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit;Wellpoint;348.17
3423924;795;10108;2013-01-02T02:01:47;mastercard;5419 9913 3279 4381;10108;Blazer Products 189-2072 Clear Pocket Torch Pb207 Black;Quiksilver;163.05
3423925;908;10237;2013-01-09T04:24:53;instapayment;6388 4185 8658 3992;10237;Comstar 10-100 Copper Lock No-heat Solder - 2 Oz.;Covanta Holding Corporation;228.25
3423926;202;10235;2013-01-10T06:35:40;mastercard;5303 6631 7306 9095;10235;Homeright Heat Pro Plus Heat Tool;Leggett & Plattorporated;44.89
3423927;85;10226;2013-01-15T12:34:43;mastercard;5105 4070 3832 8092;10226;Eclipse Dp-366d Desoldering Pump;Stryker Corporation;63.14
3423928;514;10328;2013-01-05T05:41:48;amex;3460 7280 5488 949;10328;Kawasaki Composite Air Hammer Kit;Freeport-mcmoran Copper & Gold;784.71
3423929;152;10024;2013-01-21T09:17:50;visaelectron;4913 2892 6571 9044;10024;Campbell Hausfeld Brad Nailer And Stapler;Con-way;514.6
3423930;695;10166;2013-01-07T11:00:13;instapayment;6376 0324 0690 4785;10166;Rockwell Rk3440k Versacut Circular Saw Kit;Zale Corporation;370.52
3423931;696;10034;2013-01-21T03:16:24;amex;3741 6012 5864 025;10034;Wagner Ht3500 Heat Gun;The Bank Of New York Mellon Corporation;767.13
3423932;282;10233;2013-01-24T08:08:16;visaelectron;4844 3443 2942 1329;10233;Dremel 225-01 Flex Shaft;Urs Corporation;887.39
3423933;252;10149;2013-01-11T03:44:59;maestro;6761 6973 8806 1524;10149;Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit;Wellpoint;348.17
3423934;542;10263;2013-01-15T12:06:12;instapayment;6390 0780 9724 6004;10263;Hitachi 12v Peak Li-ion 2 Speed Drill/driver;Enersys;622.13
3423935;664;10083;2013-01-03T08:59:41;instapayment;6382 1191 3588 7647;10083;Paasche Air Brush Dual Action Airbrush Set;Nv Energy;780.13
3423936;595;10305;2013-01-18T01:37:16;maestro;6304 8493 6715 8193;10305;Fpc Dual-temp Glue Gun Kit;State Street Corporation;48.81
3423937;513;10321;2013-01-18T07:21:28;instapayment;6392 7490 4137 0409;10321;"Rockwell Shopseries 4-1/2"" Angle Grinder";Sra International;919.14
3423939;196;10261;2013-01-22T10:37:55;visaelectron;4917 1240 0246 2630;10261;Alton 2 Gallon Pancake Air Compressor;General Growth Properties;739.85
3423940;269;10217;2013-01-22T01:46:40;maestro;6763 8703 4054 7496;10217;Numax 16-gauge Straight Finish Nailer;Perrigo Company;986.24
3423941;689;10043;2013-01-20T11:34:42;visaelectron;4026 5297 2691 8501;10043;Stanley Black & Decker Dw304pk Dw 10 Amp Reciprocating Saw Kit;Schnitzer Steel Industries;595.26
3423943;505;10152;2013-01-02T06:11:17;visa;4440 2580 1835 8360;10152;Rockwell Shopseries 18-volt Cordless Drill/driver Kit;Tupperware Corporation;926.06
3423944;562;10196;2013-01-23T12:03:44;instapayment;6389 6105 8882 9188;10196;Hitachi 18 V Ni-cad Cordless Driver Drill;Dell;720.51
3423946;747;10305;2013-01-11T07:59:00;visaelectron;4913 5093 1346 4628;10305;Fpc Dual-temp Glue Gun Kit;State Street Corporation;48.81
3423947;870;10125;2013-01-17T12:06:07;visa;4528 0227 6936 3903;10125;Astro Pneumatic 9707 1/4-inch Drive Mini Gearless Ratchet;Consolidated Edison Company Of New York;195.08
3423948;673;10308;2013-01-27T10:15:12;instapayment;6393 3426 9088 1600;10308;Eclipse 900-015 Helping Hands Soldering Aid;Casey's General Stores;855.27
3423949;721;10127;2013-01-09T12:55:54;amex;3710 3622 3990 719;10127;Skil 2860-10 18-volt Drill And Circular Saw Combo Kit;Huntington National Bank;83.48
3423951;691;10296;2013-01-14T02:56:32;visaelectron;4175 0050 6748 4907;10296;Campbell Hausfeld Air Compressor Oil - 16 Ounce;Markel Corporation;975.67
3423952;171;10145;2013-01-25T05:57:04;maestro;6761 6126 1545 1455;10145;Masterflow 12v High Volume Air Compressor / Inflator;Wesco Distribution;196.87
3423957;61;10303;2013-01-12T04:30:44;visa;4300 9481 7936 2032;10303;Bosch 2240-01 12 Volt Cordless Drill And Driver;Pharmerica Corporation;587.78
3423961;487;10321;2013-01-03T10:47:00;amex;3453 5229 9921 261;10321;"Rockwell Shopseries 4-1/2"" Angle Grinder";Sra International;919.14
3423962;472;10046;2013-01-10T07:45:48;mastercard;5293 4308 5587 4123;10046;Bosch Power Tools 29 Piece High Speed Steel Drill Set With Metal Case 96029;Hospira;705.32
3423963;524;10210;2013-01-25T02:41:50;maestro;5018 9239 3924 5777;10210;"Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler";Flowserve Corporation;821.49
3423964;27;10020;2013-01-02T01:31:20;mastercard;5112 5902 5448 5422;10020;Lumberjack Tools Hsbk1 Home Series Beginners Kit;Lennar Corporation;468.74
3423965;138;10176;2013-01-07T11:16:04;amex;3412 2702 8549 043;10176;Multi-temp Hybrid Cordless Glue Gun;Cabot Corporation;667.74
3423967;649;10068;2013-01-03T05:59:07;amex;3798 4996 2362 243;10068;Bosch 94500 Rip Fence Jigsaw;Staples Financial;993.33
3423968;186;10349;2013-01-25T04:44:40;amex;3402 1374 6182 284;10349;Custom Accessories 59008 250-psi Compressor;Allegheny Energy;368.45
3423969;156;10073;2013-01-05T04:11:57;visaelectron;4917 3970 8807 7320;10073;Hot Glue Gun Helpers Kit-7 Pieces;Corrections Corporation Of America;830.94
3423970;77;10150;2013-01-11T06:20:37;instapayment;6389 9984 0351 1242;10150;Gmc Power Equipment 1.6 Gallon Gmc Syclone 1650a Ultra Quiet And Oil-free Air Compressor;Group;311.97
3423971;870;10325;2013-01-22T04:36:41;visa;4017 5450 2051 4375;10325;Skil Mag77lt 7-1/4in 15 Amp Circular Saw;Exterran Holdings;295.3
3423973;339;10292;2013-01-23T03:49:46;visaelectron;4917 0519 3223 5739;10292;Century Drill And Tool Jig Saw Blade (set Of 5) (set Of 5);Acuity Brands;358.68
3423975;19;10105;2013-01-11T02:06:07;mastercard;5508 1438 2146 3431;10105;"Great Neck Saw Ra14 1/4"" Drive Forward And Reverse Ratchet";Aleris International;267.23
3423978;766;10119;2013-01-22T01:05:41;visa;4385 8025 3970 3435;10119;Mayhew Tools Mayhew Tools - Catspaw Deck Wrecker Cats Paw Deck Wrecker: 479-41104 - Cats Paw Deck Wr;Henry Schein;491.2
3423979;386;10037;2013-01-18T02:08:00;amex;3480 2578 8789 830;10037;Gmc Power Equipment 1.6 Gallon Gmc Syclone 1610a Ultra Quiet And Oil-free Air Compressor;Kelly Services;904.37
3423980;233;10279;2013-01-24T02:04:45;visaelectron;4917 7549 3921 5998;10279;Lumberjack Tools Trh2000 2in Home Series Tenon Cutter;Omnicom Group;674.76
3423981;488;10229;2013-01-05T08:05:05;amex;3766 0956 0274 585;10229;Campbell Hausfeld 3.5 Round-head Framing Nailer Kit (21 Degree);The Timken Company;24.07
3423982;982;10145;2013-01-01T07:10:55;mastercard;5109 2181 0348 6301;10145;Masterflow 12v High Volume Air Compressor / Inflator;Wesco Distribution;196.87
3423983;427;10160;2013-01-24T10:57:06;instapayment;6372 8672 4637 5116;10160;Black And Decker Power Tools Gco.12sfb 12-volt Cordless Drill With Stud Sensor And St;Kb Home;819.31
3423986;668;10159;2013-01-24T03:17:25;instapayment;6390 7006 0126 6976;10159;Century Drill And Tool Phillips Power Screwdriving Bit Set;United Technologies Corporation;627.86
3423987;140;10230;2013-01-01T08:58:37;visaelectron;4917 7244 3356 1668;10230;Fry Technologies Cookson Elect Am53945 Flo-temp Lead-free Solid Wire Solder;The Aes Corporation;550.72
3423989;68;10024;2013-01-05T09:51:56;visaelectron;4508 2156 3638 4052;10024;Campbell Hausfeld Brad Nailer And Stapler;Con-way;514.6
3423990;370;10082;2013-01-04T05:19:59;instapayment;6391 7757 4691 9258;10082;Skil Fixed Base Routers - 1 3/4 Hp Fixed Base Router 9 Amp Motor;Cliffs Natural Resources;668.42
3423991;878;10259;2013-01-17T10:34:13;mastercard;5496 7265 1455 0466;10259;Skil 1400-02 Multi-tasker 2.0a Oscillating Tool Kit;Henry Schein;946.75
3423992;667;10234;2013-01-30T08:10:20;visa;4369 1288 5657 8063;10234;"Bosch/rotozip/skil 2354-02 4-volt I "" X 03 Cordless Screwdriver";Crane Co;23.07
3423994;414;10196;2013-01-11T01:46:46;instapayment;6378 2248 4542 7563;10196;Hitachi 18 V Ni-cad Cordless Driver Drill;Dell;720.51
3423996;900;10156;2013-01-29T04:35:06;mastercard;5496 0399 0127 9701;10156;Titan 22958 Mini Air Compressor;National Fuel Gas Distribution Corporation;937.7
3423997;670;10210;2013-01-08T09:03:22;maestro;6304 8633 2619 4116;10210;"Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler";Flowserve Corporation;821.49
3423998;328;10261;2013-01-24T03:00:37;visa;4612 9653 7001 2771;10261;Alton 2 Gallon Pancake Air Compressor;General Growth Properties;739.85
3423999;28;10255;2013-01-26T07:14:24;instapayment;6398 2017 3879 8983;10255;Ingersoll Rand Ring / Gasket Kit For Ss5 Electric Units;Southwest Gas Corporation;5.33
3424000;752;10314;2013-01-11T07:06:22;visaelectron;4917 0232 2708 4775;10314;"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr";Buckeye Partners;775.07
3424002;201;10224;2013-01-08T04:45:19;visaelectron;4026 2725 7495 1130;10224;Wen 6 Waxer/polisher;Protective Life Corporation;460.24
3424004;94;10155;2013-01-01T12:25:37;maestro;6762 8174 6586 5220;10155;Lumberjack Tools Ttr0500 1/2in Pro Series Tenon Cutter;Plexus Corp;366.12
3424005;198;10271;2013-01-24T01:05:19;amex;3414 3614 5166 751;10271;Prevost Isc 061201 Safety Coupler 1/4 In M Style;Nationwide Insurance Company;236.8
3424007;949;10006;2013-01-11T09:21:28;maestro;6761 4418 2101 5981;10006;Surebonder Ultra-mini Dual Temperature Glue Gun;General Electric Capital Corporation;168.24
3424008;326;10292;2013-01-12T05:39:15;mastercard;5435 9707 5345 9195;10292;Century Drill And Tool Jig Saw Blade (set Of 5) (set Of 5);Acuity Brands;358.68
3424009;936;10045;2013-01-07T07:24:43;instapayment;6377 7652 4604 8250;10045;Masterflow 12v 3-in-1 Turbo-boost Air Compressor / Inflator / Deflator;Office Depot;165.32
3424011;281;10265;2013-01-12T11:14:03;instapayment;6375 2107 3744 9495;10265;Professional Woodworker Pneumatic Brad Nailer And Air Stapler Combo Tool Kit;John Deere Company;315.88
3424012;830;10123;2013-01-15T01:54:19;maestro;6762 4148 4232 4053;10123;Hitachi 4 Gallon Twin Stack Air Compressor;The Scotts Miracle-gro Company;520.95
3424013;294;10275;2013-01-07T05:55:43;visa;4049 4158 3213 4022;10275;Bostitch 18v Lithium Drill/impact Combo Kit And Bonus 25-piece Impact Set Bundle;Pvh Corporation;136.82
3424014;515;10080;2013-01-03T04:06:52;maestro;6304 7855 9098 8875;10080;Titan 16048 48 Piece Quick-disconnect Drill And Power Bit Set With Portable Bit Cases;Ugi Corporation;191.29
3424016;657;10008;2013-01-18T08:41:54;mastercard;5219 9267 7662 1916;10008;Retractable Screw-holder With Magnetic Tip;Cablevision Systems Corp;552.09
3424017;970;10180;2013-01-28T09:34:37;amex;3428 4992 3907 874;10180;Eclipse 900-066n 50w Soldering Station;Usg Corporation;976.6
3424018;996;10149;2013-01-13T02:48:56;amex;3757 0014 9534 234;10149;Dewalt Tools Dwtdc385k Hd Srp 18v Cordless Reciprocating Saw Kit;Wellpoint;348.17
3424020;320;10057;2013-01-06T07:10:26;instapayment;6379 9988 6817 7820;10057;Durofix-ac Delco Power Tools Dearm602-4 . 5 Inch Digital Torque Measuring Adaptor;Graham Packaging Company;820.63
3424021;513;10217;2013-01-16T01:56:02;amex;3785 2246 3452 398;10217;Numax 16-gauge Straight Finish Nailer;Perrigo Company;986.24
3424022;263;10020;2013-01-24T03:05:05;instapayment;6387 2042 3273 2840;10020;Lumberjack Tools Hsbk1 Home Series Beginners Kit;Lennar Corporation;468.74
3424023;688;10012;2013-01-05T11:15:18;mastercard;5365 8490 0945 0683;10012;Dewalt Power Tools 18 Volt Compact Lithium Ion Drill Driver & Impact Driver Comb;Henry Schein;221.31
3424025;440;10081;2013-01-24T05:19:54;mastercard;5152 6090 9440 1877;10081;Kd Tools Engraver Electric Vibro;Global Payments;289.8
3424027;832;10185;2013-01-14T05:47:33;visa;4154 2961 3403 7308;10185;Ingersoll Rand 1/2 Titanium Imp Wr W/2 Ext;Automatic Data Processingorporated;457.48
3424028;740;10119;2013-01-28T10:55:39;instapayment;6394 8629 7877 7096;10119;Mayhew Tools Mayhew Tools - Catspaw Deck Wrecker Cats Paw Deck Wrecker: 479-41104 - Cats Paw Deck Wr;Henry Schein;491.2
3424029;733;10086;2013-01-12T06:52:49;instapayment;6395 2961 1025 9342;10086;Hyundai Hpc3010 Air Compressor Kit;Exterran Holdings;509.13
3424030;167;10120;2013-01-21T01:30:01;maestro;5038 8641 2352 9137;10120;"Porter Cable-piece15cslk 7-1/4"" 15-amp Circular Saw";Avery Dennison Corporation;116.4
3424031;779;10223;2013-01-10T02:13:41;instapayment;6399 7701 5814 9066;10223;"Stalwart 0.5"" Chuck Hammer Drill";Amerisourcebergen;995.68
3424033;545;10272;2013-01-18T01:19:59;amex;3703 7982 3736 400;10272;Boa Grabit Screw Extractor;Tutor Perini Corporation;83.12
3424034;277;10266;2013-01-12T06:59:47;amex;3790 7212 2067 517;10266;"Electric Glue Skillet 7""";National Life Group;859.31
3424035;384;10013;2013-01-05T10:09:40;amex;3760 8588 3530 781;10013;Ad Tech Hi-temp Project Pro Mini Size Glue Gun;Corningorporated;620.46
3424036;218;10270;2013-01-05T05:26:02;instapayment;6389 6272 0811 7679;10270;Campbell-hausfeld Mp5142 Air Chuck With Gauge;Merck & Co;284.23
3424037;304;10107;2013-01-08T07:39:16;amex;3440 9261 7882 560;10107;"Campbell Hausfeld 1-1/4"" Brad Nails";Fossil;857.22
3424038;806;10221;2013-01-15T11:00:56;amex;3767 3364 2356 358;10221;Powermate 6 Gallon Proforce Pancake Air Compressor With Extra Value Kit;Nacco Industries;197.62
3424040;260;10018;2013-01-22T07:03:08;amex;3437 2136 4194 768;10018;Buffalo Tools 19 Piece Hole Saw Set;Ross Stores;992.27
3424041;589;10001;2013-01-13T12:25:19;visaelectron;4026 8916 8579 2735;10001;"Great Neck Saw Ra38 3/8"" Drive Forward And Reverse Ratchet";Wesco Distribution;661.87
3424042;310;10314;2013-01-06T12:50:16;visaelectron;4913 9624 9911 8957;10314;"Hitachi Power Tools Fdv16vb2 5/8"" Hammer Drill Vsr";Buckeye Partners;775.07
3424043;174;10217;2013-01-17T04:14:41;maestro;6762 2077 7860 4302;10217;Numax 16-gauge Straight Finish Nailer;Perrigo Company;986.24
3424044;237;10155;2013-01-03T10:10:24;amex;3717 7609 7213 041;10155;Lumberjack Tools Ttr0500 1/2in Pro Series Tenon Cutter;Plexus Corp;366.12
3424045;430;10284;2013-01-08T01:41:27;visa;4173 9993 7900 7525;10284;Drill America Cone Carbide Burr 1/4 Shank;American Tire Distributors;811.38
3424046;267;10080;2013-01-18T11:17:13;visaelectron;4844 6393 9478 1204;10080;Titan 16048 48 Piece Quick-disconnect Drill And Power Bit Set With Portable Bit Cases;Ugi Corporation;191.29
3424047;632;10155;2013-01-17T08:16:46;maestro;6761 5914 7764 2270;10155;Lumberjack Tools Ttr0500 1/2in Pro Series Tenon Cutter;Plexus Corp;366.12
3424048;571;10038;2013-01-03T12:42:51;maestro;6763 7285 5393 2682;10038;"Hitachi 8 1/2"" Sliding Compound Miter Saw With Laser Marker & Led Light";Benchmark Electronics;928.05
