"PaymentID";"CustomerId";"ProductId";"TransactionDate";"CreditCard";"CreditCardNumber"
"3423916";"459";"10215";"2013-01-12T10:39:57";"visa";"4592 5118 9875 2375"
"3423917";"105";"10148";"2013-01-19T07:12:02";"instapayment";"6385 7291 6834 2836"
"3423918";"114";"10297";"2013-01-19T07:42:11";"instapayment";"6395 7654 6948 4685"
"3423919";"838";"10015";"2013-01-05T05:35:12";"visaelectron";"4508 3102 6785 8548"
"3423920";"846";"10133";"2013-01-04T02:32:04";"visaelectron";"4508 1578 1152 9111"
"3423921";"862";"10274";"2013-01-03T02:58:53";"maestro";"5038 4468 0446 5235"
"3423922";"709";"10149";"2013-01-13T04:28:48";"visa";"4360 6694 0680 5505"
"3423923";"296";"10276";"2013-01-30T11:20:03";"maestro";"5893 9889 6800 6093"
"3423924";"795";"10108";"2013-01-02T02:01:47";"mastercard";"5419 9913 3279 4381"
"3423925";"908";"10237";"2013-01-09T04:24:53";"instapayment";"6388 4185 8658 3992"
"3423926";"202";"10235";"2013-01-10T06:35:40";"mastercard";"5303 6631 7306 9095"
"3423927";"85";"10226";"2013-01-15T12:34:43";"mastercard";"5105 4070 3832 8092"
"3423928";"514";"10328";"2013-01-05T05:41:48";"amex";"3460 7280 5488 949"
"3423929";"152";"10024";"2013-01-21T09:17:50";"visaelectron";"4913 2892 6571 9044"
"3423930";"695";"10166";"2013-01-07T11:00:13";"instapayment";"6376 0324 0690 4785"
"3423931";"696";"10034";"2013-01-21T03:16:24";"amex";"3741 6012 5864 025"
"3423932";"282";"10233";"2013-01-24T08:08:16";"visaelectron";"4844 3443 2942 1329"
"3423933";"252";"10149";"2013-01-11T03:44:59";"maestro";"6761 6973 8806 1524"
"3423934";"542";"10263";"2013-01-15T12:06:12";"instapayment";"6390 0780 9724 6004"
"3423935";"664";"10083";"2013-01-03T08:59:41";"instapayment";"6382 1191 3588 7647"
"3423936";"595";"10305";"2013-01-18T01:37:16";"maestro";"6304 8493 6715 8193"
"3423937";"513";"10321";"2013-01-18T07:21:28";"instapayment";"6392 7490 4137 0409"
"3423938";"533";"10079";"2013-01-22T01:49:46";"instapayment";"6378 5953 9141 8704"
"3423939";"196";"10261";"2013-01-22T10:37:55";"visaelectron";"4917 1240 0246 2630"
"3423940";"269";"10217";"2013-01-22T01:46:40";"maestro";"6763 8703 4054 7496"
"3423941";"689";"10043";"2013-01-20T11:34:42";"visaelectron";"4026 5297 2691 8501"
"3423942";"173";"10340";"2013-01-25T08:03:02";"maestro";"5893 8531 4267 5504"
"3423943";"505";"10152";"2013-01-02T06:11:17";"visa";"4440 2580 1835 8360"
"3423944";"562";"10196";"2013-01-23T12:03:44";"instapayment";"6389 6105 8882 9188"
"3423945";"106";"10231";"2013-01-12T02:47:49";"instapayment";"6378 3875 6014 2152"
"3423946";"747";"10305";"2013-01-11T07:59:00";"visaelectron";"4913 5093 1346 4628"
"3423947";"870";"10125";"2013-01-17T12:06:07";"visa";"4528 0227 6936 3903"
"3423948";"673";"10308";"2013-01-27T10:15:12";"instapayment";"6393 3426 9088 1600"
"3423949";"721";"10127";"2013-01-09T12:55:54";"amex";"3710 3622 3990 719"
"3423950";"133";"10207";"2013-01-21T03:09:49";"mastercard";"5580 9667 5230 7982"
"3423951";"691";"10296";"2013-01-14T02:56:32";"visaelectron";"4175 0050 6748 4907"
"3423952";"171";"10145";"2013-01-25T05:57:04";"maestro";"6761 6126 1545 1455"
"3423953";"49";"10014";"2013-01-27T04:55:31";"maestro";"5020 7170 3000 3960"
"3423954";"564";"10242";"2013-01-16T06:32:40";"visaelectron";"4844 5027 3431 5697"
"3423955";"50";"10336";"2013-01-06T03:30:43";"visa";"4364 6157 8623 6494"
"3423956";"208";"10110";"2013-01-06T02:39:00";"mastercard";"5545 8929 8205 3457"
"3423957";"61";"10303";"2013-01-12T04:30:44";"visa";"4300 9481 7936 2032"
"3423958";"811";"10336";"2013-01-05T05:50:40";"amex";"3470 4314 8151 824"
"3423959";"560";"10074";"2013-01-09T04:51:55";"visaelectron";"4026 6375 5368 2056"
"3423960";"587";"10286";"2013-01-18T07:16:25";"mastercard";"5595 6117 9663 0956"
"3423961";"487";"10321";"2013-01-03T10:47:00";"amex";"3453 5229 9921 261"
"3423962";"472";"10046";"2013-01-10T07:45:48";"mastercard";"5293 4308 5587 4123"
"3423963";"524";"10210";"2013-01-25T02:41:50";"maestro";"5018 9239 3924 5777"
"3423964";"27";"10020";"2013-01-02T01:31:20";"mastercard";"5112 5902 5448 5422"
"3423965";"138";"10176";"2013-01-07T11:16:04";"amex";"3412 2702 8549 043"
"3423966";"344";"10191";"2013-01-16T02:59:06";"maestro";"6759 3512 8542 3528"
"3423967";"649";"10068";"2013-01-03T05:59:07";"amex";"3798 4996 2362 243"
"3423968";"186";"10349";"2013-01-25T04:44:40";"amex";"3402 1374 6182 284"
"3423969";"156";"10073";"2013-01-05T04:11:57";"visaelectron";"4917 3970 8807 7320"
"3423970";"77";"10150";"2013-01-11T06:20:37";"instapayment";"6389 9984 0351 1242"
"3423971";"870";"10325";"2013-01-22T04:36:41";"visa";"4017 5450 2051 4375"
"3423972";"304";"10280";"2013-01-27T02:55:14";"maestro";"5038 4419 9138 1667"
"3423973";"339";"10292";"2013-01-23T03:49:46";"visaelectron";"4917 0519 3223 5739"
"3423974";"561";"10285";"2013-01-30T09:36:29";"instapayment";"6378 4208 2694 8482"
"3423975";"19";"10105";"2013-01-11T02:06:07";"mastercard";"5508 1438 2146 3431"
"3423976";"524";"10131";"2013-01-10T10:19:29";"visa";"4624 0239 6780 1242"
"3423977";"924";"10227";"2013-01-27T03:50:16";"visaelectron";"4913 6778 0070 0380"
"3423978";"766";"10119";"2013-01-22T01:05:41";"visa";"4385 8025 3970 3435"
"3423979";"386";"10037";"2013-01-18T02:08:00";"amex";"3480 2578 8789 830"
"3423980";"233";"10279";"2013-01-24T02:04:45";"visaelectron";"4917 7549 3921 5998"
"3423981";"488";"10229";"2013-01-05T08:05:05";"amex";"3766 0956 0274 585"
"3423982";"982";"10145";"2013-01-01T07:10:55";"mastercard";"5109 2181 0348 6301"
"3423983";"427";"10160";"2013-01-24T10:57:06";"instapayment";"6372 8672 4637 5116"
"3423984";"998";"10306";"2013-01-09T12:44:13";"amex";"3498 2327 2965 679"
"3423985";"838";"10267";"2013-01-25T05:46:04";"mastercard";"5443 7337 6763 1526"
"3423986";"668";"10159";"2013-01-24T03:17:25";"instapayment";"6390 7006 0126 6976"
"3423987";"140";"10230";"2013-01-01T08:58:37";"visaelectron";"4917 7244 3356 1668"
"3423988";"951";"10033";"2013-01-18T12:41:29";"visaelectron";"4026 3292 8341 8536"
"3423989";"68";"10024";"2013-01-05T09:51:56";"visaelectron";"4508 2156 3638 4052"
"3423990";"370";"10082";"2013-01-04T05:19:59";"instapayment";"6391 7757 4691 9258"
"3423991";"878";"10259";"2013-01-17T10:34:13";"mastercard";"5496 7265 1455 0466"
"3423992";"667";"10234";"2013-01-30T08:10:20";"visa";"4369 1288 5657 8063"
"3423993";"140";"10231";"2013-01-09T09:06:01";"amex";"3762 5099 2988 656"
"3423994";"414";"10196";"2013-01-11T01:46:46";"instapayment";"6378 2248 4542 7563"
"3423995";"633";"10243";"2013-01-29T02:28:26";"maestro";"6759 0154 0115 0238"
"3423996";"900";"10156";"2013-01-29T04:35:06";"mastercard";"5496 0399 0127 9701"
"3423997";"670";"10210";"2013-01-08T09:03:22";"maestro";"6304 8633 2619 4116"
"3423998";"328";"10261";"2013-01-24T03:00:37";"visa";"4612 9653 7001 2771"
"3423999";"28";"10255";"2013-01-26T07:14:24";"instapayment";"6398 2017 3879 8983"
"3424000";"752";"10314";"2013-01-11T07:06:22";"visaelectron";"4917 0232 2708 4775"
"3424001";"783";"10022";"2013-01-01T07:37:11";"visaelectron";"4917 4970 5909 3460"
"3424002";"201";"10224";"2013-01-08T04:45:19";"visaelectron";"4026 2725 7495 1130"
"3424003";"576";"10015";"2013-01-22T10:27:33";"visa";"4535 3753 1693 1429"
"3424004";"94";"10155";"2013-01-01T12:25:37";"maestro";"6762 8174 6586 5220"
"3424005";"198";"10271";"2013-01-24T01:05:19";"amex";"3414 3614 5166 751"
"3424006";"447";"10075";"2013-01-07T09:28:30";"mastercard";"5299 0704 9700 0663"
"3424007";"949";"10006";"2013-01-11T09:21:28";"maestro";"6761 4418 2101 5981"
"3424008";"326";"10292";"2013-01-12T05:39:15";"mastercard";"5435 9707 5345 9195"
"3424009";"936";"10045";"2013-01-07T07:24:43";"instapayment";"6377 7652 4604 8250"
"3424010";"655";"10317";"2013-01-17T11:42:31";"amex";"3729 1990 5207 313"
"3424011";"281";"10265";"2013-01-12T11:14:03";"instapayment";"6375 2107 3744 9495"
"3424012";"830";"10123";"2013-01-15T01:54:19";"maestro";"6762 4148 4232 4053"
"3424013";"294";"10275";"2013-01-07T05:55:43";"visa";"4049 4158 3213 4022"
"3424014";"515";"10080";"2013-01-03T04:06:52";"maestro";"6304 7855 9098 8875"
"3424015";"776";"10131";"2013-01-10T02:13:08";"instapayment";"6398 0466 9675 5891"
"3424016";"657";"10008";"2013-01-18T08:41:54";"mastercard";"5219 9267 7662 1916"
"3424017";"970";"10180";"2013-01-28T09:34:37";"amex";"3428 4992 3907 874"
"3424018";"996";"10149";"2013-01-13T02:48:56";"amex";"3757 0014 9534 234"
"3424019";"157";"10187";"2013-01-22T06:22:04";"instapayment";"6375 6651 8050 5988"
"3424020";"320";"10057";"2013-01-06T07:10:26";"instapayment";"6379 9988 6817 7820"
"3424021";"513";"10217";"2013-01-16T01:56:02";"amex";"3785 2246 3452 398"
"3424022";"263";"10020";"2013-01-24T03:05:05";"instapayment";"6387 2042 3273 2840"
"3424023";"688";"10012";"2013-01-05T11:15:18";"mastercard";"5365 8490 0945 0683"
"3424024";"745";"10304";"2013-01-16T07:08:15";"mastercard";"5282 8592 9091 3232"
"3424025";"440";"10081";"2013-01-24T05:19:54";"mastercard";"5152 6090 9440 1877"
"3424026";"4";"10304";"2013-01-27T05:56:40";"mastercard";"5437 4301 2142 7380"
"3424027";"832";"10185";"2013-01-14T05:47:33";"visa";"4154 2961 3403 7308"
"3424028";"740";"10119";"2013-01-28T10:55:39";"instapayment";"6394 8629 7877 7096"
"3424029";"733";"10086";"2013-01-12T06:52:49";"instapayment";"6395 2961 1025 9342"
"3424030";"167";"10120";"2013-01-21T01:30:01";"maestro";"5038 8641 2352 9137"
"3424031";"779";"10223";"2013-01-10T02:13:41";"instapayment";"6399 7701 5814 9066"
"3424032";"528";"10052";"2013-01-25T10:55:30";"maestro";"6304 6731 3118 0204"
"3424033";"545";"10272";"2013-01-18T01:19:59";"amex";"3703 7982 3736 400"
"3424034";"277";"10266";"2013-01-12T06:59:47";"amex";"3790 7212 2067 517"
"3424035";"384";"10013";"2013-01-05T10:09:40";"amex";"3760 8588 3530 781"
"3424036";"218";"10270";"2013-01-05T05:26:02";"instapayment";"6389 6272 0811 7679"
"3424037";"304";"10107";"2013-01-08T07:39:16";"amex";"3440 9261 7882 560"
"3424038";"806";"10221";"2013-01-15T11:00:56";"amex";"3767 3364 2356 358"
"3424039";"278";"10111";"2013-01-18T10:52:41";"amex";"3780 6261 1724 786"
"3424040";"260";"10018";"2013-01-22T07:03:08";"amex";"3437 2136 4194 768"
"3424041";"589";"10001";"2013-01-13T12:25:19";"visaelectron";"4026 8916 8579 2735"
"3424042";"310";"10314";"2013-01-06T12:50:16";"visaelectron";"4913 9624 9911 8957"
"3424043";"174";"10217";"2013-01-17T04:14:41";"maestro";"6762 2077 7860 4302"
"3424044";"237";"10155";"2013-01-03T10:10:24";"amex";"3717 7609 7213 041"
"3424045";"430";"10284";"2013-01-08T01:41:27";"visa";"4173 9993 7900 7525"
"3424046";"267";"10080";"2013-01-18T11:17:13";"visaelectron";"4844 6393 9478 1204"
"3424047";"632";"10155";"2013-01-17T08:16:46";"maestro";"6761 5914 7764 2270"
"3424048";"571";"10038";"2013-01-03T12:42:51";"maestro";"6763 7285 5393 2682"
"3424049";"921";"10102";"2013-01-29T06:06:25";"visa";"4367 9528 7470 2088"
"3424050";"854";"10103";"2013-01-14T05:38:30";"visa";"4665 6375 2700 2015"
"3424051";"810";"10023";"2013-01-28T02:18:41";"amex";"3496 1960 2599 661"
"3424052";"970";"10109";"2013-01-27T06:49:39";"maestro";"5893 4239 2809 8915"
"3424053";"299";"10133";"2013-01-13T10:01:11";"visaelectron";"4508 0001 8368 3332"
"3424054";"94";"10311";"2013-01-22T05:18:02";"mastercard";"5393 8180 7969 1118"
"3424055";"963";"10169";"2013-01-05T04:19:49";"amex";"3779 8478 4222 069"
"3424056";"705";"10217";"2013-01-13T10:33:36";"instapayment";"6395 7298 5920 8633"
"3424057";"869";"10165";"2013-01-30T11:51:02";"amex";"3751 8690 2670 532"
"3424058";"87";"10078";"2013-01-16T06:20:35";"visaelectron";"4175 0063 5605 7453"
"3424059";"717";"10281";"2013-01-16T03:12:06";"amex";"3409 6444 0194 047"
"3424060";"42";"10309";"2013-01-28T03:22:20";"visa";"4415 6440 6672 3657"
"3424061";"443";"10176";"2013-01-17T07:43:46";"maestro";"6761 6003 3548 8626"
"3424062";"298";"10292";"2013-01-03T06:24:13";"visa";"4575 6744 8307 5445"
"3424063";"377";"10184";"2013-01-20T04:02:16";"maestro";"5038 3355 9754 5735"
"3424064";"421";"10003";"2013-01-01T03:10:23";"visaelectron";"4175 0079 2934 1507"
"3424065";"157";"10005";"2013-01-17T02:46:14";"maestro";"6304 5081 1497 7277"
"3424066";"80";"10298";"2013-01-03T08:43:25";"instapayment";"6374 3307 9756 5823"
"3424067";"809";"10052";"2013-01-14T05:00:57";"visa";"4200 7448 4764 1787"
"3424068";"206";"10346";"2013-01-13T04:56:08";"instapayment";"6383 9865 3296 7316"
"3424069";"839";"10100";"2013-01-17T05:49:41";"visa";"4551 4537 1975 0909"
"3424070";"915";"10217";"2013-01-21T11:48:16";"visa";"4704 3040 1029 1935"
"3424071";"638";"10334";"2013-01-23T01:08:29";"amex";"3406 5337 2105 630"
"3424072";"84";"10236";"2013-01-28T12:29:52";"maestro";"5020 8847 2114 8098"
"3424073";"310";"10007";"2013-01-11T10:08:40";"visa";"4797 5079 5671 6453"
"3424074";"70";"10326";"2013-01-23T11:12:15";"visaelectron";"4026 6617 6684 1796"
"3424075";"798";"10006";"2013-01-23T11:47:02";"mastercard";"5226 7892 2096 3578"
"3424076";"462";"10104";"2013-01-20T11:20:02";"instapayment";"6393 3461 2143 1117"
"3424077";"251";"10091";"2013-01-01T11:13:39";"maestro";"6762 7734 8038 6900"
"3424078";"614";"10106";"2013-01-13T12:06:28";"instapayment";"6375 8769 1884 4983"
"3424079";"711";"10261";"2013-01-04T03:58:04";"mastercard";"5113 8521 5731 2528"
"3424080";"423";"10261";"2013-01-19T07:10:29";"mastercard";"5489 7943 8015 1420"
"3424081";"558";"10148";"2013-01-18T09:56:49";"maestro";"6761 2484 2734 0493"
"3424082";"30";"10037";"2013-01-11T03:28:51";"mastercard";"5557 4448 4543 1663"
"3424083";"592";"10165";"2013-01-29T07:30:40";"amex";"3707 0305 2707 784"
"3424084";"91";"10000";"2013-01-17T08:28:36";"instapayment";"6372 2057 4131 8564"
"3424085";"305";"10237";"2013-01-13T10:12:03";"mastercard";"5475 1319 3444 3621"
"3424086";"849";"10167";"2013-01-13T02:14:06";"amex";"3482 1061 3054 309"
"3424087";"667";"10327";"2013-01-04T06:03:44";"visaelectron";"4508 2800 9296 8731"
"3424088";"471";"10124";"2013-01-27T06:50:02";"amex";"3493 1350 7581 582"
"3424089";"716";"10008";"2013-01-15T06:38:28";"mastercard";"5555 8694 7670 7241"
"3424090";"38";"10097";"2013-01-08T09:07:28";"visa";"4471 1344 2349 2478"
"3424091";"323";"10238";"2013-01-19T06:25:30";"amex";"3744 5005 7437 837"
"3424092";"115";"10082";"2013-01-01T01:44:43";"instapayment";"6382 0587 5218 0144"
"3424093";"805";"10296";"2013-01-07T04:07:31";"mastercard";"5250 2938 4090 5910"
"3424094";"76";"10213";"2013-01-03T01:29:13";"instapayment";"6383 6780 2276 7682"
"3424095";"445";"10243";"2013-01-26T07:03:55";"maestro";"6304 3711 7942 8631"
"3424096";"174";"10284";"2013-01-03T08:37:12";"visaelectron";"4917 8107 1920 2265"
"3424097";"554";"10262";"2013-01-01T09:34:05";"visaelectron";"4026 8171 9153 4394"
"3424098";"950";"10194";"2013-01-21T05:50:35";"visaelectron";"4844 4370 6779 4814"
"3424099";"480";"10278";"2013-01-30T04:30:31";"instapayment";"6371 0996 4710 5873"
"3424100";"687";"10236";"2013-01-13T05:20:06";"visa";"4980 7003 6699 0498"
"3424101";"791";"10341";"2013-01-01T04:39:30";"mastercard";"5437 7988 4116 0253"
"3424102";"507";"10080";"2013-01-04T07:57:39";"maestro";"6759 5285 8978 9817"
"3424103";"980";"10212";"2013-01-01T06:30:19";"amex";"3773 7519 8216 617"
"3424104";"181";"10093";"2013-01-28T11:04:51";"instapayment";"6389 8311 4570 1633"
"3424105";"163";"10247";"2013-01-14T05:10:57";"visaelectron";"4175 0060 5375 3594"
"3424106";"877";"10101";"2013-01-04T08:18:01";"instapayment";"6386 5730 9100 3951"
"3424107";"659";"10064";"2013-01-11T06:19:42";"visaelectron";"4844 3849 8195 5040"
"3424108";"904";"10306";"2013-01-01T01:28:00";"amex";"3723 1299 4709 078"
"3424109";"829";"10013";"2013-01-30T08:45:16";"maestro";"6759 8475 9219 7556"
"3424110";"927";"10155";"2013-01-26T03:26:28";"amex";"3770 2660 1653 215"
"3424111";"207";"10184";"2013-01-08T10:46:22";"visaelectron";"4026 6759 2090 3110"
"3424112";"306";"10116";"2013-01-20T11:31:44";"mastercard";"5192 2161 9185 1392"
"3424113";"801";"10170";"2013-01-20T06:30:28";"mastercard";"5251 8031 5490 6269"
"3424114";"951";"10244";"2013-01-01T10:03:49";"visaelectron";"4917 0127 7105 8244"
"3424115";"425";"10209";"2013-01-14T08:35:20";"visa";"4966 1618 0452 2286"
"3424116";"546";"10276";"2013-01-07T12:23:50";"visa";"4725 9681 5527 8900"
"3424117";"40";"10062";"2013-01-02T05:23:56";"visa";"4254 9612 7683 2712"
"3424118";"49";"10097";"2013-01-04T09:27:59";"visa";"4157 6072 4843 4826"
"3424119";"401";"10217";"2013-01-26T04:32:15";"visaelectron";"4913 6410 7478 8240"
"3424120";"171";"10048";"2013-01-08T03:52:43";"visa";"4115 2433 2957 7050"
"3424121";"732";"10091";"2013-01-09T09:13:19";"visa";"4356 8334 1084 5131"
"3424122";"905";"10195";"2013-01-04T07:50:29";"visaelectron";"4917 4727 6017 7076"
"3424123";"785";"10243";"2013-01-13T04:42:08";"amex";"3737 1926 4943 279"
"3424124";"241";"10002";"2013-01-07T10:32:32";"visaelectron";"4026 2312 4486 5708"
"3424125";"372";"10028";"2013-01-13T07:58:15";"visaelectron";"4175 0080 1986 7237"
"3424126";"927";"10126";"2013-01-23T05:06:33";"maestro";"6761 1224 6137 8513"
"3424127";"408";"10017";"2013-01-28T12:57:29";"instapayment";"6378 7359 2358 7804"
"3424128";"520";"10130";"2013-01-11T12:03:09";"visa";"4347 0059 3189 4375"
"3424129";"552";"10045";"2013-01-22T06:03:30";"maestro";"5893 5320 5211 9352"
"3424130";"945";"10173";"2013-01-06T04:02:33";"amex";"3459 7836 9217 964"
"3424131";"780";"10170";"2013-01-09T08:23:44";"visa";"4500 8250 1816 2351"
"3424132";"555";"10071";"2013-01-06T09:27:15";"maestro";"6761 6112 1556 6308"
"3424133";"608";"10326";"2013-01-04T06:44:38";"mastercard";"5366 8250 1973 3234"
"3424134";"927";"10147";"2013-01-24T05:39:37";"instapayment";"6373 9111 5146 2326"
"3424135";"226";"10276";"2013-01-19T10:11:31";"maestro";"5038 7686 2513 4652"
"3424136";"711";"10262";"2013-01-12T09:19:02";"visa";"4892 0366 9127 0778"
"3424137";"503";"10085";"2013-01-29T09:28:00";"maestro";"5038 8808 9970 1205"
"3424138";"431";"10118";"2013-01-13T02:49:02";"visa";"4349 8207 7119 6303"
"3424139";"685";"10060";"2013-01-22T07:41:54";"maestro";"5018 5418 6923 7968"
"3424140";"515";"10096";"2013-01-04T03:27:57";"amex";"3426 9545 2231 735"
"3424141";"610";"10119";"2013-01-13T09:44:50";"instapayment";"6384 3163 3961 0498"
"3424142";"730";"10053";"2013-01-26T03:32:22";"maestro";"5020 6702 1882 8619"
"3424143";"445";"10028";"2013-01-04T04:56:11";"visa";"4586 8383 0371 4478"
"3424144";"879";"10161";"2013-01-15T10:37:32";"maestro";"5018 0644 0966 4591"
"3424145";"273";"10067";"2013-01-08T08:15:07";"amex";"3460 4826 0665 833"
"3424146";"845";"10026";"2013-01-02T08:18:58";"instapayment";"6390 3675 8177 3007"
"3424147";"323";"10298";"2013-01-09T12:11:05";"maestro";"5038 1794 5728 4161"
"3424148";"42";"10249";"2013-01-03T10:51:56";"visa";"4454 5365 8222 2671"
"3424149";"302";"10287";"2013-01-16T05:29:48";"amex";"3465 3106 8587 374"
"3424150";"903";"10302";"2013-01-23T04:48:50";"mastercard";"5104 6989 9726 6494"
"3424151";"65";"10022";"2013-01-20T10:32:27";"mastercard";"5449 1892 2029 2659"
"3424152";"288";"10028";"2013-01-16T11:10:18";"visaelectron";"4913 8279 4382 4106"
"3424153";"790";"10060";"2013-01-06T08:55:22";"mastercard";"5372 2014 3880 3309"
"3424154";"577";"10305";"2013-01-03T04:42:01";"amex";"3722 7293 4867 008"
"3424155";"993";"10228";"2013-01-12T09:08:54";"mastercard";"5441 3194 8256 5058"
"3424156";"824";"10226";"2013-01-12T02:20:55";"visa";"4412 1953 1299 8661"
"3424157";"896";"10091";"2013-01-24T02:15:37";"instapayment";"6385 5986 8092 5224"
"3424158";"513";"10174";"2013-01-12T09:31:30";"visaelectron";"4026 8681 3576 9521"
"3424159";"159";"10005";"2013-01-13T02:11:50";"instapayment";"6393 5925 6261 1580"
"3424160";"339";"10142";"2013-01-07T04:15:14";"amex";"3753 2874 4884 034"
"3424161";"500";"10147";"2013-01-14T05:39:40";"amex";"3424 9277 3687 351"
"3424162";"998";"10237";"2013-01-27T04:17:19";"visaelectron";"4917 2596 9647 5926"
"3424163";"518";"10263";"2013-01-06T08:30:21";"mastercard";"5382 4990 9576 2713"
"3424164";"116";"10048";"2013-01-26T01:54:10";"visaelectron";"4844 9412 1695 9814"
"3424165";"851";"10329";"2013-01-10T10:24:12";"instapayment";"6378 8238 1686 4066"
"3424166";"292";"10165";"2013-01-03T02:11:29";"mastercard";"5434 2176 1860 3778"
"3424167";"917";"10264";"2013-01-30T10:26:40";"visa";"4705 8805 9893 2247"
"3424168";"771";"10269";"2013-01-23T06:18:07";"mastercard";"5289 0984 4013 8233"
"3424169";"633";"10143";"2013-01-02T12:47:44";"visaelectron";"4913 0505 1021 4144"
"3424170";"344";"10329";"2013-01-20T08:23:38";"visaelectron";"4844 9397 5281 0656"
"3424171";"890";"10269";"2013-01-19T07:32:22";"amex";"3767 8627 4849 389"
"3424172";"946";"10050";"2013-01-05T06:09:29";"visaelectron";"4508 9617 4328 4673"
"3424173";"69";"10189";"2013-01-11T01:00:33";"maestro";"6759 1170 9788 6784"
"3424174";"856";"10295";"2013-01-01T04:28:56";"instapayment";"6395 8954 3933 4635"
"3424175";"543";"10238";"2013-01-05T04:39:08";"amex";"3787 1592 2056 483"
"3424176";"532";"10111";"2013-01-02T06:36:40";"amex";"3762 2977 7326 076"
"3424177";"961";"10111";"2013-01-12T06:11:50";"amex";"3750 5169 1000 582"
"3424178";"889";"10298";"2013-01-03T05:48:33";"maestro";"5893 6353 0836 2070"
"3424179";"48";"10030";"2013-01-07T06:23:06";"amex";"3497 1552 8935 854"
"3424180";"275";"10248";"2013-01-05T09:46:18";"instapayment";"6374 6750 5078 5983"
"3424181";"834";"10246";"2013-01-05T10:30:49";"instapayment";"6388 5042 6217 3081"
"3424182";"473";"10107";"2013-01-04T04:10:15";"maestro";"6759 2648 9357 8353"
"3424183";"512";"10343";"2013-01-16T02:52:13";"instapayment";"6380 5650 9279 9732"
"3424184";"821";"10258";"2013-01-15T12:14:54";"instapayment";"6392 2212 2232 0116"
"3424185";"538";"10098";"2013-01-08T09:38:55";"visaelectron";"4917 4438 3104 8976"
"3424186";"931";"10252";"2013-01-02T09:46:02";"visaelectron";"4508 1260 1936 7889"
"3424187";"249";"10189";"2013-01-03T09:18:59";"visa";"4734 0493 3554 1423"
"3424188";"558";"10295";"2013-01-03T11:11:21";"visaelectron";"4175 0099 0396 5228"
"3424189";"991";"10201";"2013-01-05T09:17:33";"maestro";"5893 6381 4248 1866"
"3424190";"876";"10190";"2013-01-17T07:29:51";"mastercard";"5511 9368 8877 9119"
"3424191";"703";"10150";"2013-01-08T08:05:43";"maestro";"6759 5118 2938 5281"
"3424192";"811";"10324";"2013-01-08T02:37:49";"instapayment";"6389 8432 7550 8613"
"3424193";"935";"10309";"2013-01-19T08:27:13";"maestro";"6762 1743 8264 5933"
"3424194";"73";"10318";"2013-01-09T05:04:16";"instapayment";"6385 0344 3007 3099"
"3424195";"573";"10001";"2013-01-17T01:07:31";"visa";"4268 2440 9192 8591"
"3424196";"248";"10225";"2013-01-12T12:54:28";"amex";"3715 5239 8919 242"
"3424197";"856";"10315";"2013-01-03T04:50:51";"amex";"3448 3178 0311 075"
"3424198";"641";"10129";"2013-01-02T01:22:50";"visaelectron";"4844 8672 4350 7609"
"3424199";"883";"10139";"2013-01-14T11:17:01";"amex";"3411 8287 3849 123"
"3424200";"550";"10048";"2013-01-24T03:25:09";"visaelectron";"4026 8707 4042 3056"
"3424201";"462";"10158";"2013-01-11T03:51:17";"instapayment";"6375 7181 8661 1407"
"3424202";"301";"10295";"2013-01-08T03:16:59";"amex";"3480 9032 5076 380"
"3424203";"27";"10137";"2013-01-25T02:07:23";"instapayment";"6390 1189 3960 3937"
"3424204";"714";"10027";"2013-01-07T10:52:50";"instapayment";"6377 7077 7842 1125"
"3424205";"367";"10042";"2013-01-26T10:20:02";"maestro";"6762 5619 0471 9339"
"3424206";"601";"10087";"2013-01-30T02:36:49";"visaelectron";"4508 5942 5245 8261"
"3424207";"63";"10163";"2013-01-20T06:57:13";"visa";"4760 6598 9355 7178"
"3424208";"529";"10032";"2013-01-21T01:37:13";"visa";"4459 9709 3852 4255"
"3424209";"870";"10210";"2013-01-30T09:02:10";"maestro";"6763 1927 0855 0172"
"3424210";"372";"10218";"2013-01-01T02:02:24";"mastercard";"5531 4588 9349 8854"
"3424211";"763";"10186";"2013-01-19T12:35:50";"visa";"4864 5860 0070 0737"
"3424212";"95";"10006";"2013-01-15T09:12:16";"visaelectron";"4913 7146 4312 7503"
"3424213";"977";"10001";"2013-01-15T10:33:15";"visaelectron";"4917 8762 5474 8095"
"3424214";"818";"10216";"2013-01-26T12:41:23";"maestro";"6762 6264 9763 6693"
"3424215";"208";"10060";"2013-01-27T11:21:13";"mastercard";"5428 5661 1804 8662"
"3424216";"437";"10180";"2013-01-28T11:45:35";"visa";"4986 2627 7797 1579"
"3424217";"57";"10191";"2013-01-29T05:44:59";"maestro";"5020 0127 4868 3380"
"3424218";"995";"10249";"2013-01-18T10:14:04";"mastercard";"5476 3639 6522 5721"
"3424219";"918";"10153";"2013-01-21T06:07:07";"maestro";"6304 3423 9077 4491"
"3424220";"569";"10332";"2013-01-04T10:46:14";"mastercard";"5360 2312 5391 4141"
"3424221";"782";"10092";"2013-01-11T09:17:12";"amex";"3767 4762 0458 804"
"3424222";"605";"10191";"2013-01-14T01:58:14";"amex";"3465 6305 1776 110"
"3424223";"822";"10159";"2013-01-21T02:24:31";"maestro";"6304 1877 5185 9534"
